Susana Cakebread,F,50,20,641,1,2,0,2,0,2,0,2,5,1,3,5,3,1,3,0,3,5,1,0,1,2,3,4,4,1,5,1,2,4,1,0,5,1,3,4,0,2,0,2,1,5,3,2,2,1
Otha Cussins,F,45,14,373,1,3,5,2,0,2,3,5,4,2,3,0,3,3,5,5,2,2,2,1,3,1,2,1,2,4,0,1,1,1,4,0,1,4,5,0,4,0,3,4,0,5,0,3,4,2
Cher Gounard,F,45,15,236,0,0,0,4,3,2,3,1,5,2,0,4,4,5,3,4,2,1,5,1,3,2,5,2,4,1,4,1,1,0,3,4,5,0,5,3,0,2,0,4,2,0,3,5,4,4
Christye Duffit,F,35,0,943,2,2,4,0,0,4,0,0,5,4,1,1,0,4,5,4,4,2,5,2,3,0,2,1,0,1,0,3,5,0,3,2,1,3,5,3,0,1,5,4,4,1,1,2,4,0
Sibelle Foxcroft,F,18,1,629,1,0,3,2,4,4,1,0,1,2,5,0,2,3,0,2,0,3,0,4,1,0,3,4,4,0,5,0,3,2,5,3,0,2,4,1,1,5,3,2,5,1,0,0,1,0
Aimil Bill,F,45,14,760,0,3,1,1,1,4,4,4,1,2,1,3,0,1,2,5,1,3,2,4,5,1,4,3,5,5,5,0,1,2,1,0,5,0,5,1,2,3,2,1,5,5,4,4,1,5
Nelson Spittall,M,18,10,64,0,0,1,4,4,2,3,3,5,3,4,2,5,1,4,2,2,0,5,2,2,3,0,3,4,0,0,4,5,1,5,4,1,2,0,0,2,2,2,4,1,2,3,0,4,3
Karina Perigo,F,56,19,50,5,0,4,5,3,5,0,1,3,4,5,0,5,0,0,5,4,3,5,2,4,2,4,5,5,4,2,2,4,5,2,2,2,0,1,4,4,1,3,5,1,4,4,4,0,2
Urbain Lineker,M,45,15,581,1,4,5,4,0,5,4,2,2,4,1,3,5,4,0,3,2,3,1,0,4,4,5,2,5,0,0,0,3,0,1,5,5,3,4,3,5,5,4,3,0,3,0,4,4,4
Nial Attenbrow,M,45,4,875,1,2,0,5,2,1,2,1,1,3,4,1,2,2,1,2,2,3,2,1,1,4,3,4,4,3,5,1,3,0,4,1,5,0,3,0,3,2,2,3,0,2,5,4,0,1
Merla Allam,F,50,4,352,1,2,4,0,5,5,0,2,0,5,5,4,4,0,5,3,4,1,5,0,4,3,4,5,0,1,5,4,2,1,4,2,2,3,0,0,4,3,4,3,5,0,1,5,4,3
Bale Utridge,M,45,0,431,0,1,1,5,1,2,3,5,1,0,1,3,1,1,0,2,5,1,1,1,2,5,2,0,4,4,4,3,0,2,4,2,4,3,3,4,5,5,4,5,5,0,1,5,4,2
Vasilis Iddenden,M,50,15,81,1,2,2,3,3,5,3,1,1,4,1,0,3,2,0,1,4,4,4,1,5,2,0,4,1,1,3,1,0,0,4,2,1,5,0,4,4,0,2,2,0,3,3,0,0,5
Vilhelmina Hinksen,F,25,1,42,5,4,0,2,1,5,1,0,5,4,1,0,0,0,2,5,1,3,0,0,3,4,2,1,3,4,0,5,5,4,5,1,0,4,0,4,2,2,1,5,2,4,4,2,5,2
Karina Mackstead,F,35,9,31,2,4,4,1,5,2,4,2,1,2,2,0,5,0,1,5,1,3,2,4,5,5,4,3,5,4,5,3,2,2,1,3,4,0,4,4,5,0,3,1,1,3,1,2,4,0
Vincent Coils,M,1,8,104,0,0,2,0,3,4,4,5,0,5,1,5,0,1,3,1,1,0,5,0,4,4,2,0,4,4,0,1,4,1,1,3,1,5,2,0,5,5,4,1,0,2,5,1,4,2
Carling Milliere,M,56,6,720,0,3,2,5,3,3,3,2,4,5,5,4,3,3,0,3,3,3,4,4,4,2,2,2,1,4,0,4,0,0,1,0,4,4,4,2,2,5,2,3,0,5,5,4,2,5
Farrand Halwood,F,1,2,674,1,0,0,4,5,3,3,5,1,5,5,4,2,5,5,1,0,1,4,2,2,0,2,4,4,2,0,3,0,3,1,4,4,1,1,1,4,2,0,1,5,3,2,5,5,5
Osbourn Skippon,M,35,18,685,0,2,0,1,0,5,3,0,0,5,4,1,4,3,2,1,1,0,1,1,5,1,0,4,1,5,2,3,2,1,3,0,5,4,0,5,4,3,1,2,0,0,4,3,0,4
Kameko Hadeke,F,45,3,760,1,4,5,2,5,2,2,3,0,0,4,0,4,2,5,4,1,3,3,4,3,2,2,1,4,2,0,0,3,4,0,4,1,1,2,4,2,0,3,2,2,1,1,0,5,2
Joni Kuna,F,18,14,245,0,4,1,5,0,2,3,3,5,0,3,0,0,2,3,1,2,4,5,2,2,4,4,3,1,4,0,1,0,1,2,4,1,1,4,0,0,5,5,0,2,2,3,5,4,0
Sarine Undrill,F,18,2,947,1,0,4,0,0,5,0,3,1,2,1,4,3,4,1,1,2,0,4,2,3,4,4,2,4,3,4,1,1,0,1,3,5,5,4,3,2,2,5,3,0,2,0,0,3,3
